17,1,188
61,1,188
152,1,188
192,1,188
205,1,188
233,1,188
236,1,188
244,1,188
250,1,188
374,1,188
415,1,188
447,1,188
543,1,188
557,1,188
558,1,188
606,1,188
618,1,188
661,1,188
747,1,188
937,1,188
953,1,188
981,1,188
1008,1,188
1011,1,188
1014,1,188
1015,1,188
1029,1,188
1036,1,188
1041,1,188
1054,1,188
1054,1,188
1054,1,188
1058,1,188
1084,1,188
1097,1,188
1100,1,188
1127,1,188
1129,1,188
1132,1,188
1142,1,188
1162,1,188
1169,1,188
1204,1,188
1243,1,188
1244,1,188
1255,1,188
1314,1,188
1349,1,188
1355,1,188
1402,1,188
1463,1,188
1470,1,188
1590,1,188
1681,1,188
1714,1,188
1729,1,188
1814,1,188
2027,1,188
2097,1,188
2199,1,188
2327,1,188
2335,1,188
2417,1,188
2442,1,188
2449,1,188
2527,1,188
2635,1,188
2689,1,188
2987,1,188
2999,1,188
3002,1,188
3023,1,188
3029,1,188
3033,1,188
3043,1,188
3069,1,188
3071,1,188
3078,1,188
3090,1,188
3100,1,188
3227,1,188
3241,1,188
3261,1,188
3276,1,188
3279,1,188
3302,1,188
3331,1,188
3380,1,188
3390,1,188
3399,1,188
3414,1,188
3417,1,188
3438,1,188
3444,1,188
3534,1,188
3540,1,188
3629,1,188
3637,1,188
3648,1,188
3736,1,188
3761,1,188
3772,1,188
3775,1,188
3806,1,188
3885,1,188
3918,1,188
4018,1,188
4038,1,188
4077,1,188
4083,1,188
4093,1,188
4096,1,188
4102,1,188
4147,1,188
4150,1,188
4164,1,188
4173,1,188
4186,1,188
4193,1,188
4225,1,188
4252,1,188
4292,1,188
4297,1,188
4308,1,188
4330,1,188
4353,1,188
4374,1,188
4383,1,188
4425,1,188
4455,1,188
4468,1,188
4480,1,188
4485,1,188
4546,1,188
4567,1,188
4569,1,188
4767,1,188
4807,1,188
5023,1,188
5043,1,188
5048,1,188
5126,1,188
5141,1,188
5152,1,188
5255,1,188
5334,1,188
5448,1,188
5482,1,188
5545,1,188
5582,1,188
5614,1,188
5652,1,188
5750,1,188
5773,1,188
5862,1,188
5891,1,188
5895,1,188
5942,1,188
5986,1,188
6008,1,188
6074,1,188
6094,1,188
6100,1,188
6134,1,188
6188,1,188
6208,1,188
6328,1,188
6365,1,188
6471,1,188
6520,1,188
6663,1,188
6696,1,188
6701,1,188
6723,1,188
6753,1,188
6829,1,188
6843,1,188
6924,1,188
6932,1,188
6961,1,188
7015,1,188
7056,1,188
7087,1,188
7101,1,188
7106,1,188
7107,1,188
7130,1,188
7268,1,188
7363,1,188
7435,1,188
7478,1,188
7554,1,188
7633,1,188
7655,1,188
7710,1,188
7752,1,188
7754,1,188
7775,1,188
7780,1,188
7855,1,188
7915,1,188
7920,1,188
7948,1,188
8303,1,188
8347,1,188
8379,1,188
8555,1,188
8571,1,188
8589,1,188
8672,1,188
8778,1,188
8785,1,188
8857,1,188
8908,1,188
8957,1,188
9004,1,188
9006,1,188
9006,1,188
9016,1,188
9018,1,188
9041,1,188
9041,1,188
9068,1,188
9133,1,188
9134,1,188
9153,1,188
9177,1,188
9194,1,188
9202,1,188
9210,1,188
9226,1,188
9227,1,188
9240,1,188
9255,1,188
9283,1,188
9289,1,188
9382,1,188
9383,1,188
9414,1,188
9423,1,188
9428,1,188
9443,1,188
9445,1,188
9471,1,188
9473,1,188
9553,1,188
9559,1,188
9564,1,188
9578,1,188
9599,1,188
9601,1,188
9604,1,188
9605,1,188
9629,1,188
9668,1,188
9670,1,188
9673,1,188
9675,1,188
9684,1,188
9695,1,188
9702,1,188
9719,1,188
9733,1,188
9801,1,188
9809,1,188
9827,1,188
9833,1,188
9839,1,188
9846,1,188
9859,1,188
9921,1,188
9927,1,188
9954,1,188
9962,1,188
9970,1,188
9980,1,188
9983,1,188
10029,1,188
10036,1,188
10041,1,188
10042,1,188
10045,1,188
10069,1,188
10128,1,188
10149,1,188
10158,1,188
10284,1,188
10300,1,188
10374,1,188
10376,1,188
10395,1,188
10423,1,188
10425,1,188
10440,1,188
10467,1,188
10475,1,188
10518,1,188
10518,1,188
10609,1,188
10630,1,188
10770,1,188
10795,1,188
10823,1,188
10892,1,188
10924,1,188
10949,1,188
10970,1,188
10972,1,188
10982,1,188
