0,1,300
13,1,300
33,1,300
320,1,300
320,1,300
1000,1,300
1000,1,300
1000,1,300
1000,1,300
2000,1,300
2000,1,300
2000,1,300
3019,1,300
3019,1,300
3023,1,300
3023,1,300
4000,1,300
4318,1,300
4318,1,300
4318,1,300
4319,1,300
5000,1,300
5000,1,300
5449,1,300
6000,1,300
6000,1,300
6009,1,300
7000,1,300
7083,1,300
7083,1,300
8077,1,300
8077,1,300
8086,1,300
9000,1,300
9000,1,300
9000,1,300
9000,1,300
9003,1,300
9007,1,300
9015,1,300
9015,1,300
9015,1,300
10000,1,300
10000,1,300
10012,1,300
10185,1,300
10185,1,300
10185,1,300
11000,1,300
11000,1,300
11000,1,300
11000,1,300
12000,1,300
12010,1,300
12010,1,300
12016,1,300
12016,1,300
13001,1,300
13112,1,300
13112,1,300
13112,1,300
14032,1,300
14032,1,300
14032,1,300
14032,1,300
14046,1,300
14057,1,300
14057,1,300
15000,1,300
15113,1,300
15113,1,300
15114,1,300
16003,1,300
16003,1,300
16003,1,300
16044,1,300
17000,1,300
18046,1,300
18046,1,300
19000,1,300
19000,1,300
20000,1,300
20000,1,300
20005,1,300
20013,1,300
20029,1,300
20039,1,300
20040,1,300
20071,1,300
20163,1,300
20163,1,300
21030,1,300
21030,1,300
21030,1,300
21030,1,300
21030,1,300
21030,1,300
22003,1,300
22003,1,300
22024,1,300
22024,1,300
22204,1,300
23000,1,300
23000,1,300
23000,1,300
23011,1,300
23011,1,300
23011,1,300
23011,1,300
24001,1,300
24001,1,300
24001,1,300
25023,1,300
25023,1,300
25024,1,300
25024,1,300
26000,1,300
26001,1,300
26001,1,300
26001,1,300
26015,1,300
27002,1,300
27005,1,300
27007,1,300
27007,1,300
27053,1,300
27053,1,300
28000,1,300
28002,1,300
28002,1,300
28002,1,300
28002,1,300
29001,1,300
29001,1,300
29001,1,300
30000,1,300
30000,1,300
30000,1,300
30000,1,300
30116,1,300
31000,1,300
31005,1,300
31005,1,300
32000,1,300
32000,1,300
32001,1,300
32001,1,300
32001,1,300
32001,1,300
32002,1,300
32002,1,300
32002,1,300
32002,1,300
32002,1,300
32002,1,300
32002,1,300
32002,1,300
33000,1,300
33074,1,300
33074,1,300
33075,1,300
33081,1,300
33081,1,300
33081,1,300
33081,1,300
34009,1,300
34009,1,300
34009,1,300
34009,1,300
34009,1,300
34009,1,300
34026,1,300
35000,1,300
35101,1,300
35102,1,300
35103,1,300
35139,1,300
35139,1,300
35140,1,300
36000,1,300
36000,1,300
36000,1,300
36003,1,300
36017,1,300
37000,1,300
37000,1,300
37000,1,300
37006,1,300
37060,1,300
37423,1,300
37423,1,300
38000,1,300
38157,1,300
38157,1,300
38157,1,300
38157,1,300
38178,1,300
38179,1,300
39001,1,300
39004,1,300
39006,1,300
39006,1,300
39050,1,300
39054,1,300
39054,1,300
39054,1,300
40000,1,300
40000,1,300
40001,1,300
40005,1,300
40005,1,300
40005,1,300
41000,1,300
41000,1,300
41032,1,300
41035,1,300
41038,1,300
42004,1,300
42004,1,300
42004,1,300
42004,1,300
42004,1,300
42004,1,300
43000,1,300
43000,1,300
43000,1,300
43003,1,300
43057,1,300
43062,1,300
44001,1,300
44001,1,300
44001,1,300
44001,1,300
44001,1,300
44001,1,300
44001,1,300
44001,1,300
44007,1,300
44007,1,300
44007,1,300
44007,1,300
44009,1,300
44009,1,300
44009,1,300
44020,1,300
45014,1,300
45020,1,300
45020,1,300
45030,1,300
45030,1,300
45031,1,300
45143,1,300
45143,1,300
45143,1,300
45143,1,300
45145,1,300
45145,1,300
45145,1,300
45145,1,300
46000,1,300
46000,1,300
46000,1,300
46000,1,300
46000,1,300
46000,1,300
46000,1,300
46000,1,300
46000,1,300
46012,1,300
46012,1,300
46012,1,300
46012,1,300
47000,1,300
47000,1,300
47000,1,300
47000,1,300
47011,1,300
47011,1,300
47016,1,300
47016,1,300
47016,1,300
47057,1,300
47098,1,300
47098,1,300
48000,1,300
48000,1,300
48000,1,300
48003,1,300
48021,1,300
48021,1,300
48155,1,300
48165,1,300
48166,1,300
48166,1,300
48166,1,300
48166,1,300
49000,1,300
49000,1,300
49000,1,300
49000,1,300
49036,1,300
49036,1,300
49036,1,300
49036,1,300
49036,1,300
49036,1,300
49036,1,300
49068,1,300
49068,1,300
49068,1,300
50012,1,300
50012,1,300
50013,1,300
50013,1,300
50013,1,300
50108,1,300
50113,1,300
50113,1,300
50124,1,300
50124,1,300
50240,1,300
50240,1,300
51000,1,300
51000,1,300
51004,1,300
51033,1,300
51033,1,300
51034,1,300
51034,1,300
51034,1,300
51164,1,300
51164,1,300
51164,1,300
51164,1,300
51164,1,300
52000,1,300
52002,1,300
52006,1,300
52006,1,300
52006,1,300
52006,1,300
52006,1,300
52059,1,300
52263,1,300
52263,1,300
52365,1,300
53000,1,300
53000,1,300
53000,1,300
53000,1,300
53000,1,300
53000,1,300
53000,1,300
53000,1,300
53000,1,300
53001,1,300
54001,1,300
54001,1,300
54001,1,300
54001,1,300
54009,1,300
54009,1,300
54009,1,300
54009,1,300
54009,1,300
54009,1,300
54009,1,300
54009,1,300
54009,1,300
55000,1,300
55000,1,300
55000,1,300
55011,1,300
55012,1,300
55012,1,300
55012,1,300
55018,1,300
55026,1,300
55026,1,300
55028,1,300
56000,1,300
56000,1,300
56026,1,300
56026,1,300
56026,1,300
56026,1,300
56039,1,300
56039,1,300
56040,1,300
56049,1,300
56049,1,300
56049,1,300
