5,1,300
150,1,300
265,1,300
272,1,300
300,1,300
343,1,300
367,1,300
448,1,300
508,1,300
524,1,300
562,1,300
690,1,300
802,1,300
915,1,300
939,1,300
1031,1,300
1054,1,300
1168,1,300
1257,1,300
1262,1,300
1441,1,300
1537,1,300
1610,1,300
1676,1,300
1723,1,300
1847,1,300
1996,1,300
2047,1,300
2188,1,300
2227,1,300
2251,1,300
2282,1,300
2292,1,300
2300,1,300
2305,1,300
2486,1,300
2501,1,300
2618,1,300
2676,1,300
2922,1,300
3078,1,300
3673,1,300
3889,1,300
3989,1,300
4002,1,300
4022,1,300
4079,1,300
4191,1,300
4226,1,300
4249,1,300
4503,1,300
4521,1,300
4555,1,300
4608,1,300
4694,1,300
4711,1,300
4727,1,300
4756,1,300
4807,1,300
5133,1,300
5232,1,300
5344,1,300
5499,1,300
5502,1,300
5509,1,300
5600,1,300
5729,1,300
5754,1,300
6058,1,300
6215,1,300
6262,1,300
6318,1,300
6359,1,300
6677,1,300
6754,1,300
6756,1,300
6759,1,300
6848,1,300
7108,1,300
7112,1,300
7162,1,300
7177,1,300
7190,1,300
7195,1,300
7305,1,300
7658,1,300
7671,1,300
7673,1,300
7724,1,300
7739,1,300
7905,1,300
7927,1,300
8207,1,300
8366,1,300
8504,1,300
8956,1,300
9009,1,300
9025,1,300
9051,1,300
9064,1,300
9168,1,300
9215,1,300
9239,1,300
9281,1,300
9289,1,300
9345,1,300
9348,1,300
9365,1,300
9381,1,300
9478,1,300
9568,1,300
9581,1,300
9603,1,300
9620,1,300
9739,1,300
9765,1,300
9780,1,300
9813,1,300
9838,1,300
9867,1,300
9876,1,300
9891,1,300
9901,1,300
9905,1,300
9915,1,300
9923,1,300
10043,1,300
10048,1,300
10154,1,300
10201,1,300
10373,1,300
10374,1,300
10376,1,300
10416,1,300
10434,1,300
10465,1,300
11053,1,300
11093,1,300
11096,1,300
11176,1,300
11199,1,300
11235,1,300
11295,1,300
11438,1,300
11529,1,300
11530,1,300
11576,1,300
11628,1,300
11688,1,300
11756,1,300
12035,1,300
12043,1,300
12070,1,300
12190,1,300
12230,1,300
12318,1,300
12456,1,300
12600,1,300
12688,1,300
12733,1,300
12746,1,300
12757,1,300
13172,1,300
13265,1,300
13460,1,300
13505,1,300
13605,1,300
13630,1,300
13761,1,300
13887,1,300
13945,1,300
14109,1,300
14130,1,300
14133,1,300
14173,1,300
14226,1,300
14295,1,300
14329,1,300
14342,1,300
14449,1,300
14465,1,300
14534,1,300
14558,1,300
14606,1,300
14641,1,300
14801,1,300
14826,1,300
14911,1,300
15109,1,300
15198,1,300
15215,1,300
15220,1,300
15305,1,300
15355,1,300
15518,1,300
15535,1,300
15860,1,300
15882,1,300
16045,1,300
16087,1,300
16206,1,300
16221,1,300
16253,1,300
16313,1,300
16508,1,300
16573,1,300
16723,1,300
16762,1,300
16791,1,300
16926,1,300
17038,1,300
17298,1,300
17692,1,300
18898,1,300
19073,1,300
19263,1,300
19339,1,300
19473,1,300
19699,1,300
19990,1,300
20072,1,300
20162,1,300
20186,1,300
20279,1,300
20463,1,300
20467,1,300
20671,1,300
20730,1,300
20778,1,300
20779,1,300
21010,1,300
21107,1,300
21121,1,300
21157,1,300
21228,1,300
21259,1,300
21282,1,300
21368,1,300
21400,1,300
21406,1,300
21414,1,300
21415,1,300
21461,1,300
21472,1,300
21474,1,300
21493,1,300
21498,1,300
21506,1,300
21516,1,300
21541,1,300
21562,1,300
